ID,Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made,Birthdate
181,Yu Renrong,12.3,China,semiconductors,181,55,"Ningbo, China",China,,0,"Bachelor of Science in Engineering, Tsinghua University",True,1970-01-01
182,Liu Yonghao & family,12.1,China,agribusiness,182,69,"Chengdu, China",China,Married,2,,True,1956-01-01
183,Gordon Moore,12.1,United States,Intel,182,92,"Woodside, California",United States,Married,2,"Doctorate, California Institute of Technology; Bachelor of Arts/Science, University of California, Berkeley",True,1933-01-01
184,Jeff Yass,12.0,United States,"trading, investments",184,62,"Haverford, Pennsylvania",United States,Married,4,"Bachelor of Arts/Economics, SUNY Binghamton",True,1963-01-01
185,Bobby Murphy,11.9,United States,Snapchat,185,32,"Venice, California",United States,Single,0,"Bachelor of Arts/Science, Stanford University",True,1993-01-01
186,Patrick Drahi,11.8,France,telecom,186,57,"Zermatt, Switzerland",France,Married,4,,True,1968-01-01
187,Jensen Huang,11.8,United States,semiconductors,186,0,,,,0,,,0000-01-01
188,Alexander Otto,11.8,Germany,real estate,186,53,"Hamburg, Germany",Germany,Married,0,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard College",False,1972-01-01
189,Cen Junda,11.6,China,pharmaceuticals,189,56,"Lianyungang, China",China,,0,"Doctorate, Zhejiang University",True,1969-01-01
190,Joseph Tsai,11.6,Canada,e-commerce,189,57,"Hong Kong, Hong Kong",Canada,Married,3,"Bachelor of Arts/Science, Yale University; Doctor of Jurisprudence, Yale University",True,1968-01-01
191,Aliko Dangote,11.5,Nigeria,"cement, sugar",191,64,"Lagos, Nigeria",Nigeria,Divorced,3,"Bachelor of Arts/Science, Al-Azhar University",True,1961-01-01
192,Marcel Herrmann Telles,11.5,Brazil,beer,191,71,"Sao Paulo, Brazil",Brazil,Married,2,"Bachelor of Arts/Science, Universidade Federal do Rio de Janeiro",True,1954-01-01
193,Mikhail Prokhorov,11.4,Russia,investments,193,56,"Moscow, Russia",Russia,Single,0,"Bachelor of Arts/Science, Moscow Institute of Finance",True,1969-01-01
194,Jorge Moll Filho & family,11.3,Brazil,hospitals,194,76,"Rio de Janeiro, Brazil",Brazil,Married,5,"Masters of Public Health, Universidade Federal do Rio de Janeiro",True,1949-01-01
195,Viktor Rashnikov,11.2,Russia,steel,195,72,"Magnitogorsk, Russia",Russia,Married,2,"Bachelor of Science in Engineering, Magnitogorsk Mining and Metallurgical Institute",True,1953-01-01
196,Harry Triguboff,11.2,Australia,real estate,195,88,"Sydney, Australia",Australia,Married,2,"Bachelor of Arts/Science, University of Leeds",True,1937-01-01
197,Leonid Fedun & family,11.1,Russia,oil,197,65,"Moscow, Russia",Russia,Married,2,"Master of Science, Military Academy F.E.Dzerzhinsky",True,1960-01-01
198,Eyal Ofer,11.1,Israel,"real estate, shipping",197,70,"Monte Carlo, Monaco",Israel,Married,4,,False,1955-01-01
199,Evan Spiegel,11.1,United States,Snapchat,197,30,"Los Angeles, California",United States,Married,2,"Bachelor of Science, Stanford University",True,1995-01-01
200,Luis Carlos Sarmiento,11.0,Colombia,banking,200,88,"Bogota, Colombia",Colombia,Married,5,"Bachelor of Arts/Science, National University of Colombia",True,1937-01-01
201,Andreas Struengmann & family,11.0,Germany,pharmaceuticals,200,71,"Tegernsee, Germany",Germany,Married,2,"Medical Doctor, University at Buffalo",True,1954-01-01
202,Thomas Struengmann & family,11.0,Germany,pharmaceuticals,200,71,"Tegernsee, Germany",Germany,Married,4,"Master of Business Administration, University of Augsburg; Master of Business Administration, University of Augsburg",True,1954-01-01
203,Rodolphe Saadé & family,10.9,France,shipping,203,51,"Marseille, France",France,,0,"Bachelor of Arts/Science, Concordia University",False,1974-01-01
204,Dilip Shanghvi,10.9,India,pharmaceuticals,203,65,"Mumbai, India",India,Married,2,"Bachelor of Arts/Science, Calcutta University",True,1960-01-01
205,Tom & Judy Love,10.8,United States,retail & gas stations,205,0,"Oklahoma City, Oklahoma",United States,Married,4,,True,0000-01-01
206,Anthony Pratt,10.8,Australia,manufacturing,205,61,"Melbourne, Australia",Australia,,2,"Bachelor of Arts/Economics, Monash University",False,1964-01-01
207,Wang Laisheng,10.8,China,electronics components,205,56,"Shenzhen, China",China,,0,,True,1969-01-01
208,Gianluigi & Rafaela Aponte,10.7,Switzerland,Shipping,208,80,"Geneva, Switzerland",Switzerland,,2,,True,1945-01-01
209,Wang Laichun,10.7,China,electronics components,208,53,"Shenzhen, China",China,Married,0,"EMBA, Tsinghua University",True,1972-01-01
210,Chen Jianhua,10.6,China,chemicals,210,50,"Wujiang, China",China,Married,0,"Bachelor of Arts/Science, Nanjing Normal University",True,1975-01-01
211,Leng Youbin,10.6,China,infant formula,210,52,"Beijing, China",China,,0,"Bachelor of Arts/Science, Northeast Agriculture University; EMBA, Peking University",True,1973-01-01
212,Charles Schwab,10.6,United States,discount brokerage,210,83,"Woodside, California",United States,Married,5,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, Stanford University",True,1942-01-01
213,Li Zhenguo & family,10.5,China,solar wafers and modules,213,53,"Xi'an, China",China,Married,0,,True,1972-01-01
214,Sunil Mittal & family,10.5,India,telecom,213,63,"Delhi, India",India,Married,3,"Bachelor of Arts/Science, Punjab University",True,1962-01-01
215,Melker Schorling & family,10.5,Sweden,investments,213,73,"Stockholm, Sweden",Sweden,Married,2,"Master of Business Administration, Gothenburg University",True,1952-01-01
216,Cai Kui,10.4,China,real estate,216,58,"Chengdu, China",China,Divorced,1,"Bachelor of Arts/Science, Nanjing University of Aeronautics & Astronautics",True,1967-01-01
217,John Fredriksen,10.4,Cyprus,shipping,216,76,"London, United Kingdom",Cyprus,Widowed,2,,True,1949-01-01
218,Qi Shi & family,10.4,China,financial information,216,51,"Shanghai, China",China,,0,"EMBA, Fudan University; Bachelor of Arts/Science, Shanghai Jiaotong University",True,1974-01-01
219,"Chase Coleman, III.",10.3,United States,investments,219,45,"New York, New York",United States,Married,0,"Bachelor of Arts/Science, Williams College",True,1980-01-01
220,Hui Wing Mau,10.3,Hong Kong,real estate,219,70,"Hong Kong, Hong Kong",Hong Kong,Married,2,"Master of Business Administration, University of South Australia",True,1955-01-01
221,"Edward Johnson, III.",10.3,United States,money management,219,90,"Boston, Massachusetts",United States,Married,3,"Bachelor of Arts/Science, Harvard University",False,1935-01-01
222,Liu Hanyuan,10.3,China,agribusiness,219,57,"Chengdu, China",China,Married,0,"Bachelor of Arts/Science, Sichuan University",True,1968-01-01
223,Larry Xiangdong Chen,10.2,China,education,223,49,"Beijing, China",China,,0,"Ph.D, Renmin University of China",True,1976-01-01
224,Philip Anschutz,10.1,United States,investments,224,81,"Denver, Colorado",United States,Married,3,"Bachelor of Arts/Science, University of Kansas",False,1944-01-01
225,Dietmar Hopp & family,10.1,Germany,software,224,81,"Walldorf, Germany",Germany,Married,2,"Master of Science, University of Karlsruhe",True,1944-01-01
226,German Khan,10.1,Russia,"oil, banking, telecom",224,59,"London, United Kingdom",Russia,Married,4,"Bachelor of Arts/Science, Moscow Institute of Steel and Alloys",True,1966-01-01
227,Li Ge,10.1,United States,pharmaceutical ingredients,224,54,"Shanghai, China",United States,Married,0,"Ph.D, Columbia University",True,1971-01-01
228,Jay Chaudhry,10.0,United States,security software,228,61,"Reno, Nevada",United States,Married,3,,True,1964-01-01
229,Eric Wittouck,10.0,Belgium,investments,228,74,Monaco,Belgium,,0,,False,1951-01-01
230,Carl Cook,9.9,United States,medical devices,230,58,"Bloomington, Indiana",United States,Married,0,"Bachelor of Arts/Science, Purdue University; Master of Business Administration, Tippie School of Management",False,1967-01-01
231,Jan Koum,9.9,United States,WhatsApp,230,45,"Atherton, California",United States,Single,0,"Drop Out, San Jose State University",True,1980-01-01
232,"Herbert Kohler, Jr. & family",9.8,United States,plumbing fixtures,232,82,"Kohler, Wisconsin",United States,Married,3,"Bachelor of Arts/Science, Yale University",False,1943-01-01
233,Tobi Lutke,9.8,Canada,e-commerce,232,40,"Ottawa, Canada",Canada,Married,3,,True,1985-01-01
234,James Dyson,9.7,United Kingdom,vacuums,234,74,"Gloucestershire, United Kingdom",United Kingdom,Married,3,,True,1951-01-01
235,Mat Ishbia,9.7,United States,★,234,41,"Bloomfield Hills, Michigan",United States,Divorced,3,"Bachelor of Business Administration, Michigan State University",False,1984-01-01
236,Savitri Jindal & family,9.7,India,steel,234,71,"Hisar, India",India,Widowed,9,,False,1954-01-01
237,Friedhelm Loh,9.7,Germany,manufacturing,234,74,"Haiger, Germany",Germany,Married,3,,False,1951-01-01
238,Iskander Makhmudov,9.7,Russia,"mining, metals, machinery",234,57,"Moscow, Russia",Russia,Married,1,"Bachelor of Arts/Science, Tashkent State University",True,1968-01-01
239,Stefano Pessina,9.7,Italy,drugstores,234,79,"Monte Carlo, Monaco",Italy,Divorced,2,"Bachelor of Engineering, Politecnico di Milano",False,1946-01-01
240,Quek Leng Chan,9.7,Malaysia,"banking, property",234,79,"Kuala Lumpur, Malaysia",Malaysia,Married,3,"LLB, Middle Temple",False,1946-01-01
241,Israel Englander,9.6,United States,hedge funds,241,72,"New York, New York",United States,Married,3,"Bachelor of Arts/Science, New York University",True,1953-01-01
242,Charles Ergen,9.6,United States,satellite TV,241,68,"Denver, Colorado",United States,Married,5,"Bachelor of Arts/Science, University of Tennessee Knoxville; Master of Business Administration, Wake Forest University School of Business",True,1957-01-01
243,Jim Pattison,9.6,Canada,diversified,241,92,"Vancouver, Canada",Canada,Married,3,,True,1933-01-01
244,Yao Liangsong,9.6,China,furniture,241,56,"Guangzhou, China",China,,0,,True,1969-01-01
245,David Geffen,9.5,United States,"movies, record labels",245,78,"Beverly Hills, California",United States,Single,0,"Drop Out, The University of Texas at Austin",True,1947-01-01
246,Yeung Kin-man,9.5,Hong Kong,electronics,245,57,"Hong Kong, Hong Kong",Hong Kong,Married,0,,True,1968-01-01
247,Ding Shizhong & family,9.4,China,sports apparel,247,50,"Quanzhou, China",China,Married,2,"EMBA, Xiamen University",True,1975-01-01
248,Harold Hamm & family,9.4,United States,oil & gas,247,75,"Oklahoma City, Oklahoma",United States,Divorced,5,"Diploma, High School",True,1950-01-01
249,Jim Kennedy,9.4,United States,"media, automotive",247,73,"Atlanta, Georgia",United States,Married,3,"Bachelor of Arts/Science, University of Denver",False,1952-01-01
250,Blair Parry-Okeden,9.4,United States,"media, automotive",247,70,"New South Wales, Australia",United States,Divorced,2,"Diploma, High School; Bachelor of Arts/Science, University of Denver",False,1955-01-01
251,Ding Shijia,9.3,China,sports apparel,251,57,"Quanzhou, China",China,Married,0,,True,1968-01-01
252,Kim Beom-su,9.3,South Korea,online services,251,55,"Seoul, South Korea",South Korea,Married,2,"Bachelor of Science in Engineering, Seoul National University; Master of Science, Seoul National University",True,1970-01-01
253,Ian & Richard Livingstone,9.3,United Kingdom,real estate,251,0,"London, United Kingdom",United Kingdom,,0,,True,0000-01-01
254,Sun Hongbin,9.3,United States,real estate,251,58,"Tianjin, China",United States,,0,"Master, Tsinghua University",True,1967-01-01
255,Alberto Bailleres Gonzalez & family,9.2,Mexico,mining,255,89,"Mexico City, Mexico",Mexico,Married,4,,False,1936-01-01
256,Lam Wai-ying,9.1,Hong Kong,smartphone screens,256,0,"Hong Kong, Hong Kong",Hong Kong,Married,0,,True,0000-01-01
257,Massimiliana Landini Aleotti & family,9.1,Italy,pharmaceuticals,256,78,"Fiesole (FI), Italy",Italy,Widowed,2,,False,1947-01-01
258,Lu Xiangyang,9.1,China,"automobiles, batteries",256,58,"Guangzhou, China",China,Married,0,,True,1967-01-01
259,Wolfgang Marguerre & family,9.1,Germany,pharmaceuticals,256,79,"Heidelberg, Germany",Germany,Married,3,,True,1946-01-01
260,David Sun,9.1,United States,computer hardware,256,69,"Irvine, California",United States,Married,2,"Bachelor of Engineering, Tatung University",True,1956-01-01
261,John Tu,9.1,United States,computer hardware,256,79,"Rolling Hills, California",United States,Married,2,"Bachelor of Arts/Science, Technische Universität Darmstadt",True,1946-01-01
262,Guillaume Pousaz,9.0,Switzerland,fintech,262,39,,Switzerland,Married,3,,True,1986-01-01
263,Viktor Vekselberg,9.0,Russia,"metals, energy",262,64,"Moscow, Russia",Russia,Married,2,"Bachelor of Arts/Science, Moscow State University of Railway Engineering",True,1961-01-01
264,Jerry Jones,8.9,United States,Dallas Cowboys,264,78,"Dallas, Texas",United States,Married,3,"Bachelor of Arts/Science, University of Arkansas; Master of Arts, University of Arkansas",True,1947-01-01
265,Michael Otto,8.9,Germany,"retail, real estate",264,78,"Hamburg, Germany",Germany,Married,2,"Doctorate, University of Hamburg; Doctorate, University of Munich",False,1947-01-01
266,Steven Rales,8.9,United States,manufacturing,264,70,"Santa Barbara, California",United States,Married,3,"Law Degree, American University; Bachelor of Arts/Science, DePauw University",True,1955-01-01
267,Sarath Ratanavadi,8.9,Thailand,energy,264,55,"Bangkok, Thailand",Thailand,Married,0,"Bachelor of Science in Engineering, Chulalongkorn University; Master of Science in Engineering, University of Southern California",True,1970-01-01
268,Tse Ping,8.9,China,pharmaceuticals,264,69,"Hong Kong, Hong Kong",China,Married,0,,True,1956-01-01
269,Chan Tan Ching-fen,8.8,Hong Kong,real estate,269,0,"Hong Kong, Hong Kong",Hong Kong,Widowed,2,,False,0000-01-01
270,David Cheriton,8.8,Canada,Google,269,70,"Palo Alto, California",Canada,Divorced,4,"Bachelor of Arts/Science, University of British Columbia; Doctorate, University of Waterloo; Master of Science, University of Waterloo",True,1955-01-01
271,Xavier Niel,8.8,France,"internet, telecom",269,53,"Paris, France",France,Single,3,,True,1972-01-01
272,August von Finck,8.8,Germany,investments,269,91,"Thurgau, Switzerland",Germany,Married,4,,False,1934-01-01
273,Zong Qinghou,8.8,China,beverages,269,75,"Hangzhou, China",China,Married,1,,True,1950-01-01
274,Benu Gopal Bangur,8.7,India,cement,274,89,"Kolkata, India",India,Widowed,2,"Bachelor of Arts/Science, Calcutta University",False,1936-01-01
275,Sam Bankman-Fried,8.7,United States,cryptocurrency,274,29,"Hong Kong, Hong Kong",United States,,0,"Bachelor of Arts/Science, Massachusetts Institute of Technology",,1996-01-01
276,Cheng Xue,8.7,China,soy sauce,274,51,"Foshan, China",China,,0,,True,1974-01-01
277,Graeme Hart,8.7,New Zealand,investments,274,65,"Auckland, New Zealand",New Zealand,Married,2,,True,1960-01-01
278,Kjeld Kirk Kristiansen,8.7,Denmark,Lego,274,73,"Billund, Denmark",Denmark,Married,3,"Bachelor of Arts/Science, Aarhus Business School; Master of Business Administration, International Institute for Management and Development",False,1952-01-01
279,Sofie Kirk Kristiansen,8.7,Denmark,Lego,274,45,"Billund, Denmark",Denmark,,0,,False,1980-01-01
280,Thomas Kirk Kristiansen,8.7,Denmark,Lego,274,42,"Billund, Denmark",Denmark,,0,,False,1983-01-01
281,Lin Bin,8.7,United States,smartphones,274,53,"Shenzhen, China",United States,,0,"Master, Drexel University",True,1972-01-01
282,Liu Jincheng & family,8.7,China,lithium batteries,274,56,"Huizhou, China",China,Married,0,"Doctorate, South China University of Technology; Bachelor of Arts/Science, University of Electronic Science and Technology of China; Master of Science, Wuhan University",True,1969-01-01
283,Shigenobu Nagamori,8.7,Japan,motors,274,76,"Kyoto, Japan",Japan,Married,2,,True,1949-01-01
284,Carlos Alberto Sicupira & family,8.7,Brazil,beer,274,73,"St. Gallen, Switzerland",Brazil,Married,3,"Bachelor of Arts/Science, Universidade Federal do Rio de Janeiro",True,1952-01-01
285,Agnete Kirk Thinggaard,8.7,Denmark,Lego,274,37,"Billund, Denmark",Denmark,,0,,False,1988-01-01
286,Anthony von Mandl,8.7,Canada,alcoholic beverages,274,0,"Vancouver, Canada",Canada,,0,"Bachelor of Arts/Science, University of British Columbia",True,0000-01-01
